num_devices,avg_test_accuracy,avg_macro_precision,avg_macro_recall,avg_macro_f1,avg_weighted_precision,avg_weighted_recall,avg_weighted_f1
1,86.15,0.8860249406992456,0.8614999999999999,0.845962473166231,0.8860249406992456,0.8615,0.8459624731662309
