num_devices,avg_test_accuracy,avg_macro_precision,avg_macro_recall,avg_macro_f1,avg_weighted_precision,avg_weighted_recall,avg_weighted_f1
3,89.11666666666667,0.8985497992678896,0.8911666666666666,0.8887418867932014,0.8985497992678896,0.8911666666666666,0.8887418867932014
